name,status,recommended classification,mass,detection method,year fell or found,latitude,longitude
Queen Alexandra Range 93150,Valid,Mesosiderite,1.1,Found,1993,-84.57577,162.56633
Queen Alexandra Range 93151,Valid,H6,8.4,Found,1993,-84.57607,162.56666
Queen Alexandra Range 93152,Valid,H6,4.2,Found,1993,-84.57832,162.55632
Queen Alexandra Range 93153,Valid,L5,11.6,Found,1993,-84.57581,162.56671
Queen Alexandra Range 93154,Valid,L6,2.0,Found,1993,-84.5761,162.5628
Queen Alexandra Range 93155,Valid,H6,2.0,Found,1993,-84.57587,162.56521
Queen Alexandra Range 93156,Valid,L5,10.4,Found,1993,-84.57624,162.56763
Queen Alexandra Range 93157,Valid,H5,3.1,Found,1993,-84.57575,162.56592
Queen Alexandra Range 93158,Valid,L6,3.1,Found,1993,-84.57608,162.5639
Queen Alexandra Range 93159,Valid,H5,0.5,Found,1993,-84.57607,162.56165
Queen Alexandra Range 93160,Valid,L5,11.5,Found,1993,-84.57589,162.56828
Queen Alexandra Range 93161,Valid,H4,4.8,Found,1993,-84.57591,162.56937
Queen Alexandra Range 93162,Valid,L5,27.4,Found,1993,-84.57584,162.56935
Queen Alexandra Range 93163,Valid,L5,5.1,Found,1993,-84.57606,162.56654
Queen Alexandra Range 93164,Valid,L5,20.8,Found,1993,-84.57586,162.56637
Queen Alexandra Range 93165,Valid,LL5,11.6,Found,1993,-84.57589,162.56832
Queen Alexandra Range 93166,Valid,L5,25.1,Found,1993,-84.57607,162.56677
Queen Alexandra Range 93167,Valid,H5,14.8,Found,1993,-84.57586,162.56826
Queen Alexandra Range 93168,Valid,LL6,60.2,Found,1993,-84.57587,162.5674
Queen Alexandra Range 93169,Valid,L6,2.4,Found,1993,-84.57583,162.56821
Queen Alexandra Range 93170,Valid,L5,2.4,Found,1993,-84.57605,162.56349
Queen Alexandra Range 93171,Valid,L6,1.3,Found,1993,-84.57598,162.56415
Queen Alexandra Range 93172,Valid,L5,1.3,Found,1993,-84.57607,162.56438
Queen Alexandra Range 93173,Valid,L5,1.6,Found,1993,-84.57555,162.56739
Queen Alexandra Range 93174,Valid,L5,3.3,Found,1993,-84.57596,162.56264
Queen Alexandra Range 93175,Valid,L5,24.7,Found,1993,-84.57552,162.57218
Queen Alexandra Range 93176,Valid,L5,2.1,Found,1993,-84.57597,162.56789
Queen Alexandra Range 93177,Valid,L5,25.8,Found,1993,-84.57552,162.57144
Queen Alexandra Range 93178,Valid,L5,60.4,Found,1993,-84.57543,162.57222
Queen Alexandra Range 93179,Valid,L5,5.9,Found,1993,-84.57587,162.5685
Queen Alexandra Range 93180,Valid,L5,11.1,Found,1993,-84.57542,162.57204
Queen Alexandra Range 93181,Valid,L5,1.3,Found,1993,-84.57601,162.5627
Queen Alexandra Range 93182,Valid,H5,135.5,Found,1993,-84.57535,162.94324
Queen Alexandra Range 93183,Valid,L6,9.7,Found,1993,-84.57572,162.56781
Queen Alexandra Range 93184,Valid,L5,4.3,Found,1993,-84.57305,162.01818
Queen Alexandra Range 93185,Valid,H5,4.3,Found,1993,-84.57571,162.5698
Queen Alexandra Range 93186,Valid,L5,36.7,Found,1993,-84.57557,162.57008
Queen Alexandra Range 93187,Valid,L5,32.5,Found,1993,-84.57552,162.5708
Queen Alexandra Range 93188,Valid,L5,32.2,Found,1993,-84.65575,160.25552
Queen Alexandra Range 93189,Valid,H5,6.3,Found,1993,-84.57573,162.56794
Queen Alexandra Range 93190,Valid,H5,9.3,Found,1993,-84.62955,162.51383
Queen Alexandra Range 93191,Valid,L5,63.0,Found,1993,-84.58051,162.00567
Queen Alexandra Range 93192,Valid,LL5,3.9,Found,1993,-84.57571,162.56772
Queen Alexandra Range 93193,Valid,L6,70.4,Found,1993,-84.57114,162.16768
Queen Alexandra Range 93194,Valid,L5,50.8,Found,1993,-84.5761,162.57501
Queen Alexandra Range 93195,Valid,L5,56.7,Found,1993,-84.58098,162.00382
Queen Alexandra Range 93196,Valid,L5,71.0,Found,1993,-84.58026,161.98386
Queen Alexandra Range 93197,Valid,L5,105.0,Found,1993,-84.5935,162.30936
Queen Alexandra Range 93198,Valid,L5,11.8,Found,1993,-84.57576,162.56909
Queen Alexandra Range 93199,Valid,H5,18.1,Found,1993,-84.57586,162.57308
Queen Alexandra Range 93200,Valid,L6,82.2,Found,1993,-84.57011,162.19291
Queen Alexandra Range 93201,Valid,H5,82.2,Found,1993,-84.57571,162.56772
Queen Alexandra Range 93202,Valid,L5,4.4,Found,1993,-84.57565,162.56889
Queen Alexandra Range 93203,Valid,H6,1.4,Found,1993,-84.57585,162.57082
Queen Alexandra Range 93204,Valid,L5,7.4,Found,1993,-84.57574,162.56869
Queen Alexandra Range 93205,Valid,H6,1.1,Found,1993,-84.59202,162.31608
Queen Alexandra Range 93206,Valid,H6,3.6,Found,1993,-84.57553,162.56969
Queen Alexandra Range 93207,Valid,L6,3.6,Found,1993,-84.5922,162.22766
Queen Alexandra Range 93208,Valid,H5,4.8,Found,1993,-84.59915,162.19582
Queen Alexandra Range 93209,Valid,L6,3.6,Found,1993,-84.60208,162.18259
Queen Alexandra Range 93210,Valid,H5,4.7,Found,1993,-84.57937,162.61514
Queen Alexandra Range 93211,Valid,L5,21.2,Found,1993,-84.57566,162.08713
Queen Alexandra Range 93212,Valid,H5,30.7,Found,1993,-84.59225,162.2316
Queen Alexandra Range 93213,Valid,H5,12.6,Found,1993,-84.59105,162.24624
Queen Alexandra Range 93214,Valid,H5,16.9,Found,1993,-84.59117,162.24766
Queen Alexandra Range 93215,Valid,H5,12.6,Found,1993,-84.57946,162.6269
Queen Alexandra Range 93216,Valid,L5,53.2,Found,1993,-84.61636,162.08097
Queen Alexandra Range 93217,Valid,H5,8.1,Found,1993,-84.57932,162.61829
Queen Alexandra Range 93218,Valid,H5,2.5,Found,1993,-84.57209,162.02145
Queen Alexandra Range 93219,Valid,H5,38.9,Found,1993,-84.57926,162.61801
Queen Alexandra Range 93220,Valid,L5,83.9,Found,1993,-84.57641,162.08476
Queen Alexandra Range 93221,Valid,H5,53.5,Found,1993,-84.5796,162.63182
Queen Alexandra Range 93222,Valid,L5,119.5,Found,1993,-84.57891,162.02634
Queen Alexandra Range 93223,Valid,L5,30.3,Found,1993,-84.61277,162.08208
Queen Alexandra Range 93224,Valid,L5,45.8,Found,1993,-84.5792,162.02893
Queen Alexandra Range 93225,Valid,L5,73.09999999999998,Found,1993,-84.59443,162.36782
Queen Alexandra Range 93226,Valid,H5,3.9,Found,1993,-84.59097,162.24813
Queen Alexandra Range 93227,Valid,L6,4.6,Found,1993,-84.5909,162.2489
Queen Alexandra Range 93228,Valid,L5,121.5,Found,1993,-84.59384,162.36462
Queen Alexandra Range 93229,Valid,L5,52.1,Found,1993,-84.57777,162.04503
Queen Alexandra Range 93230,Valid,L5,77.2,Found,1993,-84.57479,162.08778
Queen Alexandra Range 93231,Valid,L5,111.5,Found,1993,-84.59349,162.28567
Queen Alexandra Range 93232,Valid,H6,10.6,Found,1993,-84.57949,162.61533
Queen Alexandra Range 93233,Valid,H6,8.9,Found,1993,-84.57937,162.6263
Queen Alexandra Range 93234,Valid,H5,9.0,Found,1993,-84.59107,162.24576
Queen Alexandra Range 93235,Valid,LL5,9.1,Found,1993,-84.57966,162.62089
Queen Alexandra Range 93236,Valid,H6,4.1,Found,1993,-84.59104,162.24622
Queen Alexandra Range 93237,Valid,H6,1.4,Found,1993,-84.59171,162.23345
Queen Alexandra Range 93238,Valid,H6,27.8,Found,1993,-84.60625,162.12264
Queen Alexandra Range 93239,Valid,L6,18.6,Found,1993,-84.59914,162.19833
Queen Alexandra Range 93240,Valid,L5,52.2,Found,1993,-84.59475,162.24027
Queen Alexandra Range 93241,Valid,L5,26.7,Found,1993,-84.57091,162.08275
Queen Alexandra Range 93242,Valid,H6,22.2,Found,1993,-84.59107,162.24816
Queen Alexandra Range 93243,Valid,H5,21.0,Found,1993,-84.57949,162.61502
Queen Alexandra Range 93244,Valid,L5,53.4,Found,1993,-84.59243,162.24718
Queen Alexandra Range 93245,Valid,L5,124.7,Found,1993,-84.59658,162.31037
Queen Alexandra Range 93246,Valid,L6,21.3,Found,1993,-84.59784,162.20598
Queen Alexandra Range 93247,Valid,L5,68.3,Found,1993,-84.5933,162.31231
Queen Alexandra Range 93248,Valid,L6,3.4,Found,1993,-84.61583,162.08097
Queen Alexandra Range 93249,Valid,L5,29.4,Found,1993,-84.59144,162.24846
Queen Alexandra Range 93250,Valid,L5,20.6,Found,1993,-84.59153,162.2402
Queen Alexandra Range 93251,Valid,L5,37.2,Found,1993,-84.57795,162.02662
Queen Alexandra Range 93252,Valid,L5,37.2,Found,1993,-84.59132,162.24186
Queen Alexandra Range 93253,Valid,H5,3.8,Found,1993,-84.5794,162.62671
Queen Alexandra Range 93254,Valid,L5,3.8,Found,1993,-84.59105,162.24581
Queen Alexandra Range 93255,Valid,H5,9.9,Found,1993,-84.61548,162.22847
Queen Alexandra Range 93256,Valid,L6,1.4,Found,1993,-84.59139,162.24177
Queen Alexandra Range 93257,Valid,L5,3.5,Found,1993,-84.57236,162.06641
Queen Alexandra Range 93258,Valid,L5,8.2,Found,1993,-84.59139,162.24174
Queen Alexandra Range 93259,Valid,H5,3.8,Found,1993,-84.59101,162.24823
Queen Alexandra Range 93260,Valid,L5,24.4,Found,1993,-84.59983,162.19327
Queen Alexandra Range 93261,Valid,L6,4.3,Found,1993,-84.58047,162.56225
Queen Alexandra Range 93262,Valid,L5,7.4,Found,1993,-84.57951,162.62756
Queen Alexandra Range 93263,Valid,L5,39.7,Found,1993,-84.57362,162.06762
Queen Alexandra Range 93264,Valid,H6,96.1,Found,1993,-84.59277,162.33742
Queen Alexandra Range 93265,Valid,L5,48.5,Found,1993,-84.59234,162.23514
Queen Alexandra Range 93266,Valid,L5,43.2,Found,1993,-84.57659,162.0846
Queen Alexandra Range 93267,Valid,H5,8.5,Found,1993,-84.61552,162.08015
Queen Alexandra Range 93268,Valid,H5,6.6,Found,1993,-84.5913,162.24312
Queen Alexandra Range 93269,Valid,L5,20.4,Found,1993,-84.57771,162.04531
Queen Alexandra Range 93270,Valid,L5,1.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93272,Valid,L5,14.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93273,Valid,H5,1.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93274,Valid,LL6,26.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93275,Valid,H5,35.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93276,Valid,L5,36.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93277,Valid,H5,19.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93278,Valid,H6,7.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93279,Valid,L5,26.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93280,Valid,H6,5.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93281,Valid,H6,12.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93282,Valid,H6,4.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93283,Valid,L6,11.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93284,Valid,L5,108.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93285,Valid,L5,85.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93286,Valid,L5,88.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93287,Valid,L5,19.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93288,Valid,L5,15.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93289,Valid,H6,29.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93290,Valid,L5,18.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93291,Valid,H5,18.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93292,Valid,H5,4.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93293,Valid,H5,19.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93294,Valid,H6,18.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93295,Valid,L5,16.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93296,Valid,H5,8.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93297,Valid,H5,1.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93298,Valid,L5,5.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93299,Valid,L5,20.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93300,Valid,H5,35.6,Found,1993,-84.59568,162.21717
Queen Alexandra Range 93301,Valid,H5,13.0,Found,1993,-84.57935,162.61426
Queen Alexandra Range 93302,Valid,H5,37.7,Found,1993,-84.60121,162.18672
Queen Alexandra Range 93303,Valid,L5,35.1,Found,1993,-84.6015,162.18602
Queen Alexandra Range 93304,Valid,L5,41.1,Found,1993,-84.57656,162.08357
Queen Alexandra Range 93305,Valid,L5,97.6,Found,1993,-84.57774,162.04424
Queen Alexandra Range 93306,Valid,H6,7.8,Found,1993,-84.60218,162.18199
Queen Alexandra Range 93307,Valid,L5,62.4,Found,1993,-84.57631,162.05562
Queen Alexandra Range 93308,Valid,H6,19.4,Found,1993,-84.57939,162.61532
Queen Alexandra Range 93309,Valid,L3.5,8.4,Found,1993,-84.60384,162.16312
Queen Alexandra Range 93310,Valid,H5,6.6,Found,1993,-84.57346,162.49988
Queen Alexandra Range 93311,Valid,L5,12.4,Found,1993,-84.58166,162.54007
Queen Alexandra Range 93312,Valid,L5,5.0,Found,1993,-84.6037,162.17221
Queen Alexandra Range 93313,Valid,L5,3.8,Found,1993,-84.58179,162.53848
Queen Alexandra Range 93314,Valid,H5,5.4,Found,1993,-84.6056,162.12763
Queen Alexandra Range 93315,Valid,H6,2.7,Found,1993,-84.57338,162.49958
Queen Alexandra Range 93316,Valid,L4,1.5,Found,1993,-84.59043,162.24904
Queen Alexandra Range 93317,Valid,L5,5.9,Found,1993,-84.57909,162.03858
Queen Alexandra Range 93318,Valid,LL6,13.5,Found,1993,-84.57737,162.02222
Queen Alexandra Range 93319,Valid,H5,6.0,Found,1993,-84.57335,162.50019
Queen Alexandra Range 93320,Valid,H6,6.0,Found,1993,-84.59988,162.18738
Queen Alexandra Range 93321,Valid,L5,1.7,Found,1993,-84.6129,162.07686
Queen Alexandra Range 93322,Valid,H5,13.7,Found,1993,-84.57346,162.49994
Queen Alexandra Range 93323,Valid,L5,13.7,Found,1993,-84.57925,162.61446
Queen Alexandra Range 93324,Valid,L5,1.2,Found,1993,-84.60616,162.12038
Queen Alexandra Range 93325,Valid,H6,1.4,Found,1993,-84.60555,162.12722
Queen Alexandra Range 93326,Valid,H6,2.7,Found,1993,-84.5914,162.24087
Queen Alexandra Range 93327,Valid,L5,1.7,Found,1993,-84.60638,162.11311
Queen Alexandra Range 93328,Valid,L5,1.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93329,Valid,L6,1.8,Found,1993,-84.59921,162.19588
Queen Alexandra Range 93330,Valid,L5,56.8,Found,1993,-84.61441,161.94465
Queen Alexandra Range 93331,Valid,L5,56.8,Found,1993,-84.59222,162.22824
Queen Alexandra Range 93332,Valid,L5,0.7,Found,1993,-84.60357,162.16723
Queen Alexandra Range 93333,Valid,H5,6.4,Found,1993,-84.57926,162.61452
Queen Alexandra Range 93334,Valid,L5,9.2,Found,1993,-84.56532,162.07043
Queen Alexandra Range 93335,Valid,H5,4.8,Found,1993,-84.57335,162.50008
Queen Alexandra Range 93336,Valid,Ureilite,1.9,Found,1993,-84.60551,162.12833
Queen Alexandra Range 93337,Valid,H6,9.9,Found,1993,-84.60362,162.16963
Queen Alexandra Range 93338,Valid,L5,1.7,Found,1993,-84.57628,162.07798
Queen Alexandra Range 93339,Valid,H6,4.1,Found,1993,-84.59994,162.18785
Queen Alexandra Range 93340,Valid,H6,2.9,Found,1993,-84.59088,162.24605
Queen Alexandra Range 93341,Valid,Ureilite,7.5,Found,1993,-84.59914,162.19579
Queen Alexandra Range 93342,Valid,L5,11.1,Found,1993,-84.60596,162.12374
Queen Alexandra Range 93343,Valid,L5,51.2,Found,1993,-84.57932,162.61377
Queen Alexandra Range 93344,Valid,L5,53.6,Found,1993,-84.57707,162.06089
Queen Alexandra Range 93345,Valid,H6,10.0,Found,1993,-84.59694,162.21143
Queen Alexandra Range 93346,Valid,H6,4.5,Found,1993,-84.60038,162.18497
Queen Alexandra Range 93347,Valid,H5,5.5,Found,1993,-84.59918,162.19599
Queen Alexandra Range 93348,Valid,H5,6.5,Found,1993,-84.6058,162.12327
Queen Alexandra Range 93349,Valid,H6,6.5,Found,1993,-84.59071,162.2473
Queen Alexandra Range 93350,Valid,L5,0.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93351,Valid,EL3,4.7,Found,1993,-84.60512,162.13295
Queen Alexandra Range 93352,Valid,H5,19.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93353,Valid,H5,28.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93354,Valid,H6,1.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93355,Valid,H5,3.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93356,Valid,L5,48.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93357,Valid,H4,4.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93358,Valid,LL6,10.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93359,Valid,H6,2.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93360,Valid,L6,12.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93361,Valid,H6,3.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93362,Valid,L5,4.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93363,Valid,H5,4.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93364,Valid,H5,2.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93365,Valid,H5,3.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93366,Valid,H5,11.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93367,Valid,L6,39.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93368,Valid,L5,50.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93369,Valid,L5,69.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93370,Valid,L5,92.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93371,Valid,L5,48.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93372,Valid,EH5,7.4,Found,1993,-84.61124,161.94902
Queen Alexandra Range 93373,Valid,L5,35.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93374,Valid,L5,62.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93375,Valid,L5,13.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93376,Valid,L6,7.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93377,Valid,H6,7.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93378,Valid,H6,0.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93379,Valid,H6,8.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93380,Valid,L6,3.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93381,Valid,H5,3.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93382,Valid,H6,2.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93383,Valid,H5,2.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93384,Valid,H5,0.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93385,Valid,H6,62.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93386,Valid,H5,48.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93387,Valid,H5,6.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93388,Valid,H5,6.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93389,Valid,H6,3.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93390,Valid,H5,3.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93391,Valid,H5,1.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93392,Valid,H6,7.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93393,Valid,L6,2.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93394,Valid,H6,2.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93395,Valid,H5,34.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93396,Valid,H5,7.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93397,Valid,H5,17.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93398,Valid,H6,20.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93399,Valid,H5,8.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93400,Valid,H5,2.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93401,Valid,H6,1.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93402,Valid,H5,1.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93403,Valid,L6,1.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93404,Valid,H5,3.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93405,Valid,L5,45.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93406,Valid,H6,9.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93407,Valid,H5,12.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93408,Valid,H5,19.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93409,Valid,H6,20.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93410,Valid,L6,85.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93411,Valid,H5,11.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93412,Valid,H6,11.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93413,Valid,H5,0.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93414,Valid,H5,0.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93415,Valid,L6,1.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93416,Valid,H6,2.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93417,Valid,H5,8.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93418,Valid,H6,5.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93419,Valid,H6,3.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93420,Valid,H5,11.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93421,Valid,H6,2.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93422,Valid,H6,1.2,Found,1993,-84.0,168.0
Queen Alexandra Range 93423,Valid,L5,53.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93424,Valid,L6,15.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93425,Valid,L6,6.5,Found,1993,-84.0,168.0
Queen Alexandra Range 93426,Valid,H5,26.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93427,Valid,L6,2.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93428,Valid,H5,2.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93429,Valid,CV3,7.8,Found,1993,-84.59924,162.19487
Queen Alexandra Range 93430,Valid,H5,5.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93431,Valid,H5,21.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93432,Valid,H6,1.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93433,Valid,H6,13.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93434,Valid,H5,2.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93435,Valid,H5,2.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93436,Valid,H6,1.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93437,Valid,H6,2.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93438,Valid,H5,5.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93439,Valid,L5,30.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93440,Valid,L5,12.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93441,Valid,L5,3.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93442,Valid,L6,13.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93443,Valid,H6,8.7,Found,1993,-84.0,168.0
Queen Alexandra Range 93444,Valid,L6,35.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93445,Valid,L6,22.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93446,Valid,LL6,4.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93447,Valid,L5,17.9,Found,1993,-84.0,168.0
Queen Alexandra Range 93448,Valid,L5,21.6,Found,1993,-84.0,168.0
Queen Alexandra Range 93449,Valid,H5,18.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93450,Valid,L5,42.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93451,Valid,H5,27.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93452,Valid,H6,1.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93453,Valid,L5,1.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93454,Valid,H6,3.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93455,Valid,LL6,18.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93456,Valid,H5,42.0,Found,1993,-84.0,168.0
Queen Alexandra Range 93457,Valid,L6,12.1,Found,1993,-84.0,168.0
Queen Alexandra Range 93458,Valid,H5,4.5,Found,1993,-84.0,168.0
