name,status,recommended classification,mass,detection method,year fell or found,latitude,longitude
Purgatory Peak A77006,Valid,"Iron, IAB-MG",19068.0,Found,1977,-77.33333,162.3
Purmela,Valid,"Iron, IIF",4500.0,Found,1977,29.5,-98.05
Putnam County,Valid,"Iron, IVA",32700.0,Found,1839,33.25,-83.25
Qarat al Milh 001,Valid,LL4-6,7269.0,Found,2005,21.37015,57.7291
Qaşr Tarcine,Valid,L6,150.0,Found,2010,33.24333,9.86638
Qijiaojing,Valid,"Iron, ungrouped",160000.0,Found,2003,43.75,92.91667
Quarat al Hanish,Valid,"Iron, IAB-sHL",593.0,Found,1979,25.15,25.58333
Quartz Mountain,Valid,"Iron, IIIAB",4832.0,Found,1935,37.2,-116.7
Quartzsite,Valid,L4,69.7,Found,2002,33.68085,-114.1958
Qued Mya 001,Valid,H6,90.0,Found,1991,30.28306,3.62
Queen Alexandra Range 02100,Valid,LL5,1007.5,Found,2002,-84.0,168.0
Queen Alexandra Range 02101,Valid,LL5,0.96,Found,2002,-84.0,168.0
Queen Alexandra Range 02102,Valid,LL5,7.39,Found,2002,-84.0,168.0
Queen Alexandra Range 02103,Valid,H5,4.33,Found,2002,-84.0,168.0
Queen Alexandra Range 02104,Valid,H5,9.86,Found,2002,-84.0,168.0
Queen Alexandra Range 02105,Valid,LL6,0.77,Found,2002,-84.0,168.0
Queen Alexandra Range 02106,Valid,H6,4.38,Found,2002,-84.0,168.0
Queen Alexandra Range 02107,Valid,H5,18.01,Found,2002,-84.0,168.0
Queen Alexandra Range 02108,Valid,LL5,0.79,Found,2002,-84.0,168.0
Queen Alexandra Range 02109,Valid,H5,5.28,Found,2002,-84.0,168.0
Queen Alexandra Range 02110,Valid,H5,136.62,Found,2002,-84.0,168.0
Queen Alexandra Range 02111,Valid,H5,19.51,Found,2002,-84.0,168.0
Queen Alexandra Range 02112,Valid,LL4,12.12,Found,2002,-84.0,168.0
Queen Alexandra Range 02113,Valid,H5,6.42,Found,2002,-84.0,168.0
Queen Alexandra Range 02114,Valid,H5,12.97,Found,2002,-84.0,168.0
Queen Alexandra Range 02115,Valid,H6,9.04,Found,2002,-84.0,168.0
Queen Alexandra Range 02116,Valid,H5,4.62,Found,2002,-84.0,168.0
Queen Alexandra Range 02117,Valid,L4,4.71,Found,2002,-84.0,168.0
Queen Alexandra Range 02118,Valid,LL5,4.61,Found,2002,-84.0,168.0
Queen Alexandra Range 02119,Valid,LL5,3.88,Found,2002,-84.0,168.0
Queen Alexandra Range 02120,Valid,LL5,15.47,Found,2002,-84.0,168.0
Queen Alexandra Range 02121,Valid,LL4,18.1,Found,2002,-84.0,168.0
Queen Alexandra Range 02122,Valid,LL4,5.06,Found,2002,-84.0,168.0
Queen Alexandra Range 02123,Valid,LL4,10.36,Found,2002,-84.0,168.0
Queen Alexandra Range 02124,Valid,H6,11.25,Found,2002,-84.0,168.0
Queen Alexandra Range 02125,Valid,LL4,17.18,Found,2002,-84.0,168.0
Queen Alexandra Range 02126,Valid,LL5,3.8,Found,2002,-84.0,168.0
Queen Alexandra Range 02127,Valid,LL4,5.43,Found,2002,-84.0,168.0
Queen Alexandra Range 02128,Valid,LL4,4.76,Found,2002,-84.0,168.0
Queen Alexandra Range 02129,Valid,H4,15.36,Found,2002,-84.0,168.0
Queen Alexandra Range 02130,Valid,LL5,1.26,Found,2002,-84.0,168.0
Queen Alexandra Range 02131,Valid,LL5,11.55,Found,2002,-84.0,168.0
Queen Alexandra Range 02132,Valid,L5,5.39,Found,2002,-84.0,168.0
Queen Alexandra Range 02133,Valid,H6,12.85,Found,2002,-84.0,168.0
Queen Alexandra Range 02134,Valid,LL4,8.68,Found,2002,-84.0,168.0
Queen Alexandra Range 02135,Valid,H6,9.59,Found,2002,-84.0,168.0
Queen Alexandra Range 02136,Valid,H5,1.82,Found,2002,-84.0,168.0
Queen Alexandra Range 02137,Valid,LL4,5.49,Found,2002,-84.0,168.0
Queen Alexandra Range 02138,Valid,H5,10.56,Found,2002,-84.0,168.0
Queen Alexandra Range 02139,Valid,LL5,1.3,Found,2002,-84.0,168.0
Queen Alexandra Range 02140,Valid,H5,14.79,Found,2002,-84.0,168.0
Queen Alexandra Range 02141,Valid,LL5,19.69,Found,2002,-84.0,168.0
Queen Alexandra Range 02142,Valid,H5,2.19,Found,2002,-84.0,168.0
Queen Alexandra Range 02143,Valid,H5,7.86,Found,2002,-84.0,168.0
Queen Alexandra Range 02144,Valid,H5,5.93,Found,2002,-84.0,168.0
Queen Alexandra Range 02145,Valid,L4,0.83,Found,2002,-84.0,168.0
Queen Alexandra Range 02146,Valid,L6,1.2,Found,2002,-84.0,168.0
Queen Alexandra Range 02147,Valid,L5,4.6,Found,2002,-84.0,168.0
Queen Alexandra Range 02148,Valid,H6,12.14,Found,2002,-84.0,168.0
Queen Alexandra Range 02149,Valid,LL5,1.32,Found,2002,-84.0,168.0
Queen Alexandra Range 02150,Valid,H6,2.0,Found,2002,-84.0,168.0
Queen Alexandra Range 02151,Valid,H6,3.8,Found,2002,-84.0,168.0
Queen Alexandra Range 02152,Valid,L6,0.5,Found,2002,-84.0,168.0
Queen Alexandra Range 02153,Valid,LL5,1.0,Found,2002,-84.0,168.0
Queen Alexandra Range 02154,Valid,LL5,2.1,Found,2002,-84.0,168.0
Queen Alexandra Range 02155,Valid,LL5,9.6,Found,2002,-84.0,168.0
Queen Alexandra Range 02156,Valid,LL5,4.8,Found,2002,-84.0,168.0
Queen Alexandra Range 02157,Valid,LL5,7.8,Found,2002,-84.0,168.0
Queen Alexandra Range 02159,Valid,H6,3.6,Found,2002,-84.0,168.0
Queen Alexandra Range 02160,Valid,LL5,286.6,Found,2002,-84.0,168.0
Queen Alexandra Range 02161,Valid,L5,91.44,Found,2002,-84.0,168.0
Queen Alexandra Range 02162,Valid,H5,26.78,Found,2002,-84.0,168.0
Queen Alexandra Range 02163,Valid,H6,122.62,Found,2002,-84.0,168.0
Queen Alexandra Range 02164,Valid,H5,82.82,Found,2002,-84.0,168.0
Queen Alexandra Range 02165,Valid,H5,50.99,Found,2002,-84.0,168.0
Queen Alexandra Range 02166,Valid,H5,60.66,Found,2002,-84.0,168.0
Queen Alexandra Range 02167,Valid,L5,73.34,Found,2002,-84.0,168.0
Queen Alexandra Range 02168,Valid,H5,50.63,Found,2002,-84.0,168.0
Queen Alexandra Range 02169,Valid,LL4,58.48,Found,2002,-84.0,168.0
Queen Alexandra Range 02170,Valid,LL6,24.9,Found,2002,-84.0,168.0
Queen Alexandra Range 02171,Valid,H5,15.35,Found,2002,-84.0,168.0
Queen Alexandra Range 02172,Valid,L5,11.5,Found,2002,-84.0,168.0
Queen Alexandra Range 02173,Valid,H5,6.04,Found,2002,-84.0,168.0
Queen Alexandra Range 02174,Valid,H5,5.88,Found,2002,-84.0,168.0
Queen Alexandra Range 02175,Valid,H5,9.94,Found,2002,-84.0,168.0
Queen Alexandra Range 02177,Valid,LL5,1.9,Found,2002,-84.0,168.0
Queen Alexandra Range 02178,Valid,LL5,0.55,Found,2002,-84.0,168.0
Queen Alexandra Range 02179,Valid,L5,3.17,Found,2002,-84.0,168.0
Queen Alexandra Range 02180,Valid,LL4,51.54,Found,2002,-84.0,168.0
Queen Alexandra Range 02181,Valid,H5,25.46,Found,2002,-84.0,168.0
Queen Alexandra Range 02182,Valid,H5,29.1,Found,2002,-84.0,168.0
Queen Alexandra Range 02183,Valid,LL5,26.66,Found,2002,-84.0,168.0
Queen Alexandra Range 02184,Valid,LL5,14.45,Found,2002,-84.0,168.0
Queen Alexandra Range 02185,Valid,LL5,15.23,Found,2002,-84.0,168.0
Queen Alexandra Range 02186,Valid,H5,37.88,Found,2002,-84.0,168.0
Queen Alexandra Range 02187,Valid,L5,9.66,Found,2002,-84.0,168.0
Queen Alexandra Range 02188,Valid,H5,29.23,Found,2002,-84.0,168.0
Queen Alexandra Range 02189,Valid,LL4,27.09,Found,2002,-84.0,168.0
Queen Alexandra Range 86900,Valid,Mesosiderite,1532.3,Found,1986,-84.60358,162.45587
Queen Alexandra Range 87400,Valid,L6,118.7,Found,1987,-84.41065,163.75571
Queen Alexandra Range 87401,Valid,L6,4866.2,Found,1987,-84.41511,163.67432
Queen Alexandra Range 90200,Valid,H4,9216.7,Found,1990,-84.59784,162.25299
Queen Alexandra Range 90201,Valid,L5,1282.5,Found,1990,-84.59622,162.33977
Queen Alexandra Range 90202,Valid,L5,440.0,Found,1990,-84.59633,162.32288
Queen Alexandra Range 90203,Valid,H6,1132.1,Found,1990,-84.59301,162.78483
Queen Alexandra Range 90204,Valid,H6,334.6,Found,1990,-84.6109,162.14203
Queen Alexandra Range 90205,Valid,L5,458.5,Found,1990,-84.59612,162.30508
Queen Alexandra Range 90206,Valid,L5,548.9,Found,1990,-84.5958,162.33756
Queen Alexandra Range 90207,Valid,L5,366.9,Found,1990,-84.59951,162.2393
Queen Alexandra Range 90208,Valid,L5,811.6,Found,1990,-84.5978,162.40027
Queen Alexandra Range 90209,Valid,L5,560.4,Found,1990,-84.59508,162.34795
Queen Alexandra Range 90210,Valid,L5,316.1,Found,1990,-84.60576,162.17359
Queen Alexandra Range 90211,Valid,L5,436.3,Found,1990,-84.58632,162.61342
Queen Alexandra Range 90212,Valid,L5,607.4,Found,1990,-84.58632,162.61005
Queen Alexandra Range 90213,Valid,L5,389.0,Found,1990,-84.586,162.61564
Queen Alexandra Range 90214,Valid,L5,571.3,Found,1990,-84.60076,162.2245
Queen Alexandra Range 90215,Valid,L5,358.9,Found,1990,-84.6067,162.16708
Queen Alexandra Range 90216,Valid,L5,359.3,Found,1990,-84.60051,162.22791
Queen Alexandra Range 90217,Valid,L5,327.7,Found,1990,-84.59503,162.3199
Queen Alexandra Range 90218,Valid,L5,926.5,Found,1990,-84.61017,162.15388
Queen Alexandra Range 90219,Valid,L5,316.0,Found,1990,-84.61116,162.14566
Queen Alexandra Range 90220,Valid,L6,377.4,Found,1990,-84.59192,162.79943
Queen Alexandra Range 90221,Valid,L5,432.7,Found,1990,-84.59651,162.39579
Queen Alexandra Range 90222,Valid,L6,476.8,Found,1990,-84.59487,162.82712
Queen Alexandra Range 90223,Valid,H6,329.5,Found,1990,-84.59969,162.50348
Queen Alexandra Range 90224,Valid,L5,245.8,Found,1990,-84.60579,162.15894
Queen Alexandra Range 90225,Valid,L5,325.5,Found,1990,-84.60102,162.22281
Queen Alexandra Range 90226,Valid,L5,302.0,Found,1990,-84.61429,162.12224
Queen Alexandra Range 90227,Valid,L5,200.1,Found,1990,-84.59617,162.28531
Queen Alexandra Range 90228,Valid,H6,244.7,Found,1990,-84.6021,162.47924
Queen Alexandra Range 90229,Valid,L5,307.6,Found,1990,-84.60353,162.19455
Queen Alexandra Range 90230,Valid,L5,236.3,Found,1990,-84.59566,162.36918
Queen Alexandra Range 90231,Valid,L5,169.2,Found,1990,-84.58079,162.68497
Queen Alexandra Range 90232,Valid,L5,181.9,Found,1990,-84.58059,162.58633
Queen Alexandra Range 90233,Valid,L5,157.4,Found,1990,-84.59412,162.30082
Queen Alexandra Range 90234,Valid,L5,333.2,Found,1990,-84.59484,162.29838
Queen Alexandra Range 90235,Valid,L5,178.8,Found,1990,-84.59343,162.23965
Queen Alexandra Range 90236,Valid,L5,187.1,Found,1990,-84.59515,162.31057
Queen Alexandra Range 90237,Valid,L5,301.8,Found,1990,-84.61391,162.1441
Queen Alexandra Range 90238,Valid,L5,205.1,Found,1990,-84.59515,162.3055
Queen Alexandra Range 90239,Valid,L5,168.2,Found,1990,-84.5903,162.71511
Queen Alexandra Range 90240,Valid,L5,115.8,Found,1990,-84.58294,162.77784
Queen Alexandra Range 90241,Valid,L5,69.3,Found,1990,-84.6055,162.15636
Queen Alexandra Range 90242,Valid,L5,212.5,Found,1990,-84.6082,162.15934
Queen Alexandra Range 90243,Valid,L5,245.9,Found,1990,-84.61073,162.15071
Queen Alexandra Range 90244,Valid,L5,152.4,Found,1990,-84.59304,162.25892
Queen Alexandra Range 90245,Valid,L5,117.6,Found,1990,-84.61019,162.14565
Queen Alexandra Range 90246,Valid,L5,103.1,Found,1990,-84.59805,162.21336
Queen Alexandra Range 90247,Valid,L5,131.2,Found,1990,-84.61084,162.13971
Queen Alexandra Range 90248,Valid,L5,153.9,Found,1990,-84.59325,162.24953
Queen Alexandra Range 90249,Valid,L5,150.7,Found,1990,-84.60108,162.20923
Queen Alexandra Range 90250,Valid,L5,150.7,Found,1990,-84.59642,162.37287
Queen Alexandra Range 90251,Valid,L5,126.6,Found,1990,-84.59528,162.31384
Queen Alexandra Range 90252,Valid,L5,253.4,Found,1990,-84.60994,162.14785
Queen Alexandra Range 90253,Valid,L5,115.9,Found,1990,-84.59512,162.31331
Queen Alexandra Range 90254,Valid,L5,166.9,Found,1990,-84.58227,162.64559
Queen Alexandra Range 90255,Valid,H6,99.5,Found,1990,-84.57484,162.57254
Queen Alexandra Range 90256,Valid,L5,166.0,Found,1990,-84.60292,162.20704
Queen Alexandra Range 90257,Valid,L5,104.0,Found,1990,-84.59479,162.36067
Queen Alexandra Range 90258,Valid,L5,126.5,Found,1990,-84.61147,162.13861
Queen Alexandra Range 90259,Valid,L5,178.5,Found,1990,-84.60981,162.13404
Queen Alexandra Range 90260,Valid,L5,131.2,Found,1990,-84.59496,162.31879
Queen Alexandra Range 90261,Valid,L5,125.5,Found,1990,-84.61149,162.1444
Queen Alexandra Range 90263,Valid,L5,105.8,Found,1990,-84.59633,162.29153
Queen Alexandra Range 90264,Valid,L5,109.3,Found,1990,-84.58572,162.58007
Queen Alexandra Range 90265,Valid,L5,141.3,Found,1990,-84.59482,162.34674
Queen Alexandra Range 90266,Valid,L5,87.6,Found,1990,-84.60617,162.13296
Queen Alexandra Range 90267,Valid,L5,98.0,Found,1990,-84.61457,162.12054
Queen Alexandra Range 90268,Valid,L5,75.2,Found,1990,-84.59388,162.37192
Queen Alexandra Range 90269,Valid,L5,54.0,Found,1990,-84.59482,162.30026
Queen Alexandra Range 90270,Valid,L5,78.0,Found,1990,-84.59359,162.24965
Queen Alexandra Range 90271,Valid,L5,79.8,Found,1990,-84.6097,162.14461
Queen Alexandra Range 90272,Valid,L5,109.2,Found,1990,-84.61234,162.13008
Queen Alexandra Range 90273,Valid,L5,64.1,Found,1990,-84.595,162.37477
Queen Alexandra Range 90274,Valid,L5,99.5,Found,1990,-84.59434,162.29631
Queen Alexandra Range 90275,Valid,L5,45.7,Found,1990,-84.61188,162.13272
Queen Alexandra Range 90276,Valid,H5,65.7,Found,1990,-84.6101,162.07548
Queen Alexandra Range 90277,Valid,H6,26.0,Found,1990,-84.59534,162.76926
Queen Alexandra Range 90278,Valid,L5,16.7,Found,1990,-84.60273,162.43539
Queen Alexandra Range 90279,Valid,L5,8.9,Found,1990,-84.60621,162.13882
Queen Alexandra Range 90280,Valid,L5,7.5,Found,1990,-84.59666,162.29559
Queen Alexandra Range 90281,Valid,L5,29.3,Found,1990,-84.61131,162.13068
Queen Alexandra Range 90282,Valid,L5,236.8,Found,1990,-84.58308,162.7736
Queen Alexandra Range 90283,Valid,L5,93.0,Found,1990,-84.58338,162.77217
Queen Alexandra Range 90284,Valid,L5,85.7,Found,1990,-84.58356,162.77051
Queen Alexandra Range 90285,Valid,L5,179.1,Found,1990,-84.58308,162.7736
Queen Alexandra Range 90286,Valid,L5,429.3,Found,1990,-84.61283,162.1382
Queen Alexandra Range 93001,Valid,Mesosiderite,1050.8,Found,1993,-84.61702,162.23253
Queen Alexandra Range 93002,Valid,Mesosiderite,2.6,Found,1993,-84.5756,162.56758
Queen Alexandra Range 93004,Valid,CM2,3.5,Found,1993,-84.6046,162.14832
Queen Alexandra Range 93005,Valid,CM2,13.4,Found,1993,-84.623,162.02102
Queen Alexandra Range 93006,Valid,CM2,2.7,Found,1993,-84.57594,162.56943
Queen Alexandra Range 93007,Valid,CK5,3.1,Found,1993,-84.60512,162.14133
Queen Alexandra Range 93008,Valid,Howardite,2.9,Found,1993,-84.59071,162.24734
Queen Alexandra Range 93009,Valid,Diogenite,12.5,Found,1993,-84.60873,162.36978
Queen Alexandra Range 93010,Valid,H5,6214.9,Found,1993,-84.63092,162.50513
Queen Alexandra Range 93011,Valid,H4,7459.8,Found,1993,-84.61597,162.44741
Queen Alexandra Range 93012,Valid,H6,8000.0,Found,1993,-84.57534,162.93682
Queen Alexandra Range 93013,Valid,H5,1993.7,Found,1993,-84.63018,162.4923
Queen Alexandra Range 93014,Valid,H6,1767.2,Found,1993,-84.62384,162.44194
Queen Alexandra Range 93015,Valid,L6,2502.0,Found,1993,-84.53526,162.70072
Queen Alexandra Range 93016,Valid,L6,1979.6,Found,1993,-84.61914,162.43054
Queen Alexandra Range 93017,Valid,CM2,8.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93018,Valid,CM2,1.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93019,Valid,L6,2570.0,Found,1993,-84.61638,161.91357
Queen Alexandra Range 93020,Valid,L5,597.3,Found,1993,-84.62303,162.05494
Queen Alexandra Range 93021,Valid,L5,2100.3,Found,1993,-84.57836,162.96276
Queen Alexandra Range 93022,Valid,H5,2202.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93023,Valid,H5,957.1,Found,1993,-84.63053,162.50492
Queen Alexandra Range 93024,Valid,H5,708.2,Found,1993,-84.62928,162.50537
Queen Alexandra Range 93025,Valid,H5,626.1,Found,1993,-84.63051,162.50212
Queen Alexandra Range 93026,Valid,H5,1258.7,Found,1993,-84.63074,162.5054
Queen Alexandra Range 93027,Valid,H5,1109.6,Found,1993,-84.57278,162.08628
Queen Alexandra Range 93028,Valid,H5,698.7,Found,1993,-84.61776,162.25099
Queen Alexandra Range 93029,Valid,H5,723.8,Found,1993,-84.61319,162.38976
Queen Alexandra Range 93030,Valid,H3.6,896.9,Found,1993,-84.6278,162.00223
Queen Alexandra Range 93031,Valid,L5,233.4,Found,1993,-84.61784,162.09097
Queen Alexandra Range 93032,Valid,L5,418.0,Found,1993,-84.58735,162.58584
Queen Alexandra Range 93033,Valid,H5,513.4,Found,1993,-84.0,168.0
Queen Alexandra Range 93034,Valid,H5,356.8,Found,1993,-84.62247,162.21405
Queen Alexandra Range 93035,Valid,L5,329.3,Found,1993,-84.60554,162.18222
Queen Alexandra Range 93036,Valid,L5,446.9,Found,1993,-84.57728,162.02753
Queen Alexandra Range 93037,Valid,L5,326.9,Found,1993,-84.59713,162.4001
Queen Alexandra Range 93038,Valid,H5,285.9,Found,1993,-84.62372,161.90451
Queen Alexandra Range 93039,Valid,L5,285.9,Found,1993,-84.63031,162.00225
Queen Alexandra Range 93040,Valid,L5,346.1,Found,1993,-84.59408,162.33737
Queen Alexandra Range 93041,Valid,L5,267.9,Found,1993,-84.6137,161.88734
Queen Alexandra Range 93042,Valid,L5,274.3,Found,1993,-84.57659,162.06569
Queen Alexandra Range 93043,Valid,H5,496.8,Found,1993,-84.0,168.0
Queen Alexandra Range 93044,Valid,L5,164.4,Found,1993,-84.57865,162.05506
Queen Alexandra Range 93045,Valid,L5,127.8,Found,1993,-84.57868,162.05441
Queen Alexandra Range 93046,Valid,H5,163.3,Found,1993,-84.63054,162.05423
Queen Alexandra Range 93047,Valid,L5,173.9,Found,1993,-84.58294,162.58899
Queen Alexandra Range 93048,Valid,L5,214.3,Found,1993,-84.57526,162.93706
Queen Alexandra Range 93049,Valid,H5,317.3,Found,1993,-84.0,168.0
Queen Alexandra Range 93050,Valid,LL4,145.0,Found,1993,-84.57208,162.1394
Queen Alexandra Range 93051,Valid,H5,139.4,Found,1993,-84.5737,162.49708
Queen Alexandra Range 93052,Valid,L5,164.9,Found,1993,-84.5881,162.5492
Queen Alexandra Range 93053,Valid,L5,161.2,Found,1993,-84.57148,162.15262
Queen Alexandra Range 93054,Valid,L5,183.9,Found,1993,-84.57837,162.01677
Queen Alexandra Range 93055,Valid,H5,148.6,Found,1993,-84.62176,162.02273
Queen Alexandra Range 93056,Valid,L5,202.4,Found,1993,-84.57573,162.0759
Queen Alexandra Range 93057,Valid,L5,186.8,Found,1993,-84.59856,162.2344
Queen Alexandra Range 93058,Valid,L5,138.2,Found,1993,-84.58117,162.66547
Queen Alexandra Range 93059,Valid,L5,189.6,Found,1993,-84.57613,162.94855
Queen Alexandra Range 93060,Valid,H5,118.5,Found,1993,-84.57392,162.4929
Queen Alexandra Range 93061,Valid,L5,160.4,Found,1993,-84.57748,162.05567
Queen Alexandra Range 93062,Valid,L5,99.0,Found,1993,-84.59191,162.25684
Queen Alexandra Range 93063,Valid,L5,185.5,Found,1993,-84.5736,162.13155
Queen Alexandra Range 93064,Valid,LL5,86.4,Found,1993,-84.57798,162.56991
Queen Alexandra Range 93065,Valid,L5,132.6,Found,1993,-84.57548,162.04932
Queen Alexandra Range 93066,Valid,H5,66.1,Found,1993,-84.57965,162.63725
Queen Alexandra Range 93067,Valid,L5,96.5,Found,1993,-84.57936,162.6139
Queen Alexandra Range 93068,Valid,L5,121.4,Found,1993,-84.57806,162.04256
Queen Alexandra Range 93069,Valid,Lunar (anorth),21.4,Found,1993,-84.57651,162.56573
Queen Alexandra Range 93070,Valid,L5,80.5,Found,1993,-84.59891,162.20035
Queen Alexandra Range 93071,Valid,H5,38.1,Found,1993,-84.57952,162.64819
Queen Alexandra Range 93072,Valid,L5,68.7,Found,1993,-84.57146,162.15345
Queen Alexandra Range 93073,Valid,L5,81.2,Found,1993,-84.58208,162.56331
Queen Alexandra Range 93074,Valid,L5,45.7,Found,1993,-84.57295,162.13528
Queen Alexandra Range 93075,Valid,L6,96.2,Found,1993,-84.57261,162.13852
Queen Alexandra Range 93076,Valid,L5,161.5,Found,1993,-84.57709,162.08099
Queen Alexandra Range 93077,Valid,L5,32.2,Found,1993,-84.57179,162.13581
Queen Alexandra Range 93078,Valid,L5,3.1,Found,1993,-84.57583,162.08755
Queen Alexandra Range 93079,Valid,H5,3.1,Found,1993,-84.6303,162.52838
Queen Alexandra Range 93080,Valid,L6,109.2,Found,1993,-84.60295,162.18347
Queen Alexandra Range 93081,Valid,H4,42.7,Found,1993,-84.63018,162.52648
Queen Alexandra Range 93082,Valid,L5,116.7,Found,1993,-84.59971,162.19633
Queen Alexandra Range 93083,Valid,H4,8.7,Found,1993,-84.63066,162.53202
Queen Alexandra Range 93084,Valid,H4,3.3,Found,1993,-84.6305,162.52583
Queen Alexandra Range 93085,Valid,L6,1.2,Found,1993,-84.6307,162.53213
Queen Alexandra Range 93086,Valid,H5,1.2,Found,1993,-84.60303,162.16783
Queen Alexandra Range 93087,Valid,L5,4.1,Found,1993,-84.57232,162.02096
Queen Alexandra Range 93088,Valid,L6,2.1,Found,1993,-84.63075,162.5255
Queen Alexandra Range 93089,Valid,H5,3.4,Found,1993,-84.56827,162.05413
Queen Alexandra Range 93090,Valid,H6,2.7,Found,1993,-84.63017,162.52676
Queen Alexandra Range 93091,Valid,H6,2.7,Found,1993,-84.57564,162.564
Queen Alexandra Range 93092,Valid,L5,2.7,Found,1993,-84.57572,162.56647
Queen Alexandra Range 93093,Valid,H6,1.8,Found,1993,-84.57572,162.5665
Queen Alexandra Range 93094,Valid,H6,1.8,Found,1993,-84.57564,162.56673
Queen Alexandra Range 93095,Valid,L5,1.4,Found,1993,-84.57558,162.56555
Queen Alexandra Range 93096,Valid,L5,1.5,Found,1993,-84.57588,162.56314
Queen Alexandra Range 93097,Valid,H6,2.2,Found,1993,-84.57574,162.5666
Queen Alexandra Range 93098,Valid,H6,1.2,Found,1993,-84.5757,162.56524
Queen Alexandra Range 93099,Valid,L6,1.2,Found,1993,-84.5757,162.56631
Queen Alexandra Range 93100,Valid,H6,0.7,Found,1993,-84.63007,162.52665
Queen Alexandra Range 93101,Valid,H6,0.7,Found,1993,-84.57585,162.56291
Queen Alexandra Range 93102,Valid,L6,3.4,Found,1993,-84.56904,162.048
Queen Alexandra Range 93103,Valid,H5,9.2,Found,1993,-84.59133,162.3617
Queen Alexandra Range 93104,Valid,H6,9.2,Found,1993,-84.57566,162.56578
Queen Alexandra Range 93105,Valid,H6,0.3,Found,1993,-84.5757,162.56677
Queen Alexandra Range 93106,Valid,H6,2.6,Found,1993,-84.57578,162.56253
Queen Alexandra Range 93107,Valid,H6,5.4,Found,1993,-84.57366,162.24966
Queen Alexandra Range 93108,Valid,L5,2.6,Found,1993,-84.56761,162.05386
Queen Alexandra Range 93109,Valid,L5,7.7,Found,1993,-84.57569,162.56685
Queen Alexandra Range 93110,Valid,H6,7.7,Found,1993,-84.57559,162.56586
Queen Alexandra Range 93111,Valid,H6,0.8,Found,1993,-84.57563,162.56414
Queen Alexandra Range 93112,Valid,L5,0.3,Found,1993,-84.5757,162.56674
Queen Alexandra Range 93113,Valid,L5,0.8,Found,1993,-84.57584,162.56196
Queen Alexandra Range 93114,Valid,H6,2.1,Found,1993,-84.57568,162.56742
Queen Alexandra Range 93115,Valid,L6,4.8,Found,1993,-84.63091,162.5346
Queen Alexandra Range 93116,Valid,L5,11.5,Found,1993,-84.57586,162.56315
Queen Alexandra Range 93117,Valid,H6,11.5,Found,1993,-84.57563,162.56664
Queen Alexandra Range 93118,Valid,L5,0.3,Found,1993,-84.57571,162.56709
Queen Alexandra Range 93119,Valid,L5,1.1,Found,1993,-84.57597,162.56256
Queen Alexandra Range 93120,Valid,L5,6.4,Found,1993,-84.5758,162.56921
Queen Alexandra Range 93121,Valid,H6,2.3,Found,1993,-84.57569,162.56739
Queen Alexandra Range 93122,Valid,L6,2.3,Found,1993,-84.63005,162.52652
Queen Alexandra Range 93123,Valid,L5,23.2,Found,1993,-84.57558,162.56576
Queen Alexandra Range 93124,Valid,H5,69.7,Found,1993,-84.5721,162.24799
Queen Alexandra Range 93125,Valid,H6,69.7,Found,1993,-84.57592,162.56449
Queen Alexandra Range 93126,Valid,Mesosiderite,2.6,Found,1993,-84.576,162.56411
Queen Alexandra Range 93127,Valid,L5,2.0,Found,1993,-84.57603,162.56503
Queen Alexandra Range 93128,Valid,L5,1.3,Found,1993,-84.57576,162.567
Queen Alexandra Range 93129,Valid,H4,7.6,Found,1993,-84.57596,162.5685
Queen Alexandra Range 93130,Valid,L5,8.7,Found,1993,-84.57575,162.56602
Queen Alexandra Range 93131,Valid,H5,3.4,Found,1993,-84.57606,162.5666
Queen Alexandra Range 93132,Valid,L5,3.0,Found,1993,-84.57603,162.56669
Queen Alexandra Range 93133,Valid,H5,3.0,Found,1993,-84.57621,162.56174
Queen Alexandra Range 93134,Valid,L5,0.9,Found,1993,-84.5757,162.55816
Queen Alexandra Range 93135,Valid,L5,3.6,Found,1993,-84.57587,162.5666
Queen Alexandra Range 93136,Valid,L6,6.9,Found,1993,-84.57587,162.56773
Queen Alexandra Range 93137,Valid,H5,6.9,Found,1993,-84.57577,162.56572
Queen Alexandra Range 93138,Valid,L5,1.2,Found,1993,-84.57602,162.55904
Queen Alexandra Range 93139,Valid,H5,1.2,Found,1993,-84.57583,162.56528
Queen Alexandra Range 93140,Valid,L6,11.0,Found,1993,-84.57595,162.5674
Queen Alexandra Range 93141,Valid,LL5,41.4,Found,1993,-84.57828,162.55758
Queen Alexandra Range 93142,Valid,H5,29.8,Found,1993,-84.57585,162.56734
Queen Alexandra Range 93143,Valid,L5,27.3,Found,1993,-84.58211,162.5601
Queen Alexandra Range 93144,Valid,L5,15.7,Found,1993,-84.57583,162.56931
Queen Alexandra Range 93145,Valid,L6,1.3,Found,1993,-84.57609,162.56377
Queen Alexandra Range 93146,Valid,H5,1.3,Found,1993,-84.57586,162.56893
Queen Alexandra Range 93147,Valid,L6,1.7,Found,1993,-84.57586,162.56831
Queen Alexandra Range 93148,Valid,Achondrite-ung,1.1,Found,1993,-84.57584,162.56681
Queen Alexandra Range 93149,Valid,L5,1.1,Found,1993,-84.57578,162.56574
